Total US,BC DEPARTMENT,BC CATEGORY,BC SUB CATEGORY,BRAND OWNER HIGH,BRAND HIGH,BRAND FAMILY,SHORT PRODUCT DESCRIPTION,$Jan 18 - 4 W/E 01/27/18,$Feb 18 - 4 W/E 02/24/18,$Mar 18 - 5 W/E 03/31/18,$Apr 18 - 4 W/E 04/28/18,$May 18 - 4 W/E 05/26/18,$Jun 18 - 5 W/E 06/30/18,$Jul 18 - 4 W/E 07/28/18,$Aug 18 - 4 W/E 08/25/18,$Sep 18 - 5 W/E 09/29/18,$Oct 18 - 4 W/E 10/27/18,$Nov 18 - 4 W/E 11/24/18,$Dec 18 - 5 W/E 12/29/18,$Jan 19 - 4 W/E 01/26/19,$Feb 19 - 4 W/E 02/23/19,$Mar 19 - 5 W/E 03/30/19,$Apr 19 - 4 W/E 04/27/19,$May 19 - 4 W/E 05/25/19,$Jun 19 - 5 W/E 06/29/19,$Jul 19 - 4 W/E 07/27/19,$Aug 19 - 4 W/E 08/24/19,$Sep 19 - 5 W/E 09/28/19,$Oct 19 - 4 W/E 10/26/19,$Nov 19 - 4 W/E 11/23/19,$Dec 19 - 5 W/E 12/28/19,$Jan 20 - 4 W/E 01/25/20,$Feb 20 - 4 W/E 02/22/20,$Mar 20 - 5 W/E 03/28/20,$Apr 20 - 4 W/E 04/25/20,$May 20 - 4 W/E 05/23/20,$Jun 20 - 5 W/E 06/27/20,$Jul 20 - 4 W/E 07/25/20,$Aug 20 - 4 W/E 08/22/20,UnitsJan 18 - 4 W/E 01/27/18,UnitsFeb 18 - 4 W/E 02/24/18,UnitsMar 18 - 5 W/E 03/31/18,UnitsApr 18 - 4 W/E 04/28/18,UnitsMay 18 - 4 W/E 05/26/18,UnitsJun 18 - 5 W/E 06/30/18,UnitsJul 18 - 4 W/E 07/28/18,UnitsAug 18 - 4 W/E 08/25/18,UnitsSep 18 - 5 W/E 09/29/18,UnitsOct 18 - 4 W/E 10/27/18,UnitsNov 18 - 4 W/E 11/24/18,UnitsDec 18 - 5 W/E 12/29/18,UnitsJan 19 - 4 W/E 01/26/19,UnitsFeb 19 - 4 W/E 02/23/19,UnitsMar 19 - 5 W/E 03/30/19,UnitsApr 19 - 4 W/E 04/27/19,UnitsMay 19 - 4 W/E 05/25/19,UnitsJun 19 - 5 W/E 06/29/19,UnitsJul 19 - 4 W/E 07/27/19,UnitsAug 19 - 4 W/E 08/24/19,UnitsSep 19 - 5 W/E 09/28/19,UnitsOct 19 - 4 W/E 10/26/19,UnitsNov 19 - 4 W/E 11/23/19,UnitsDec 19 - 5 W/E 12/28/19,UnitsJan 20 - 4 W/E 01/25/20,UnitsFeb 20 - 4 W/E 02/22/20,UnitsMar 20 - 5 W/E 03/28/20,UnitsApr 20 - 4 W/E 04/25/20,UnitsMay 20 - 4 W/E 05/23/20,UnitsJun 20 - 5 W/E 06/27/20,UnitsJul 20 - 4 W/E 07/25/20,UnitsAug 20 - 4 W/E 08/22/20,Avg EQ PriceJan 18 - 4 W/E 01/27/18,Avg EQ PriceFeb 18 - 4 W/E 02/24/18,Avg EQ PriceMar 18 - 5 W/E 03/31/18,Avg EQ PriceApr 18 - 4 W/E 04/28/18,Avg EQ PriceMay 18 - 4 W/E 05/26/18,Avg EQ PriceJun 18 - 5 W/E 06/30/18,Avg EQ PriceJul 18 - 4 W/E 07/28/18,Avg EQ PriceAug 18 - 4 W/E 08/25/18,Avg EQ PriceSep 18 - 5 W/E 09/29/18,Avg EQ PriceOct 18 - 4 W/E 10/27/18,Avg EQ PriceNov 18 - 4 W/E 11/24/18,Avg EQ PriceDec 18 - 5 W/E 12/29/18,Avg EQ PriceJan 19 - 4 W/E 01/26/19,Avg EQ PriceFeb 19 - 4 W/E 02/23/19,Avg EQ PriceMar 19 - 5 W/E 03/30/19,Avg EQ PriceApr 19 - 4 W/E 04/27/19,Avg EQ PriceMay 19 - 4 W/E 05/25/19,Avg EQ PriceJun 19 - 5 W/E 06/29/19,Avg EQ PriceJul 19 - 4 W/E 07/27/19,Avg EQ PriceAug 19 - 4 W/E 08/24/19,Avg EQ PriceSep 19 - 5 W/E 09/28/19,Avg EQ PriceOct 19 - 4 W/E 10/26/19,Avg EQ PriceNov 19 - 4 W/E 11/23/19,Avg EQ PriceDec 19 - 5 W/E 12/28/19,Avg EQ PriceJan 20 - 4 W/E 01/25/20,Avg EQ PriceFeb 20 - 4 W/E 02/22/20,Avg EQ PriceMar 20 - 5 W/E 03/28/20,Avg EQ PriceApr 20 - 4 W/E 04/25/20,Avg EQ PriceMay 20 - 4 W/E 05/23/20,Avg EQ PriceJun 20 - 5 W/E 06/27/20,Avg EQ PriceJul 20 - 4 W/E 07/25/20,Avg EQ PriceAug 20 - 4 W/E 08/22/20,%ACVJan 18 - 4 W/E 01/27/18,%ACVFeb 18 - 4 W/E 02/24/18,%ACVMar 18 - 5 W/E 03/31/18,%ACVApr 18 - 4 W/E 04/28/18,%ACVMay 18 - 4 W/E 05/26/18,%ACVJun 18 - 5 W/E 06/30/18,%ACVJul 18 - 4 W/E 07/28/18,%ACVAug 18 - 4 W/E 08/25/18,%ACVSep 18 - 5 W/E 09/29/18,%ACVOct 18 - 4 W/E 10/27/18,%ACVNov 18 - 4 W/E 11/24/18,%ACVDec 18 - 5 W/E 12/29/18,%ACVJan 19 - 4 W/E 01/26/19,%ACVFeb 19 - 4 W/E 02/23/19,%ACVMar 19 - 5 W/E 03/30/19,%ACVApr 19 - 4 W/E 04/27/19,%ACVMay 19 - 4 W/E 05/25/19,%ACVJun 19 - 5 W/E 06/29/19,%ACVJul 19 - 4 W/E 07/27/19,%ACVAug 19 - 4 W/E 08/24/19,%ACVSep 19 - 5 W/E 09/28/19,%ACVOct 19 - 4 W/E 10/26/19,%ACVNov 19 - 4 W/E 11/23/19,%ACVDec 19 - 5 W/E 12/28/19,%ACVJan 20 - 4 W/E 01/25/20,%ACVFeb 20 - 4 W/E 02/22/20,%ACVMar 20 - 5 W/E 03/28/20,%ACVApr 20 - 4 W/E 04/25/20,%ACVMay 20 - 4 W/E 05/23/20,%ACVJun 20 - 5 W/E 06/27/20,%ACVJul 20 - 4 W/E 07/25/20,%ACVAug 20 - 4 W/E 08/22/20
Total US xAOC,HEALTH & BEAUTY CARE,CONDOMS,LATEX,"CHURCH & DWIGHT COMPANY, INC.",TROJAN,TROJAN G. SPOT,TRJN G SPT LBRC LTX ML CNDM 24 CT 002260000200,,,,,,,,,,,,,,,,,,,,,,,,,,,46,161,519,"2,155","1,792","2,204",,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,30,125,108,129,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.52,0.72,0.72,0.69,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.1,0.1,0.1
Total US xAOC,HEALTH & BEAUTY CARE,CONDOMS,LATEX,"CHURCH & DWIGHT COMPANY, INC.",TROJAN,TROJAN G. SPOT,TRJN G SPT LBRC LTX ML CNDM 3 CT 002260000228,,,,,,,,,,,,,,,,,,,,,,,,,,,139,226,"6,232","18,190","17,469","19,359",,,,,,,,,,,,,,,,,,,,,,,,,,,27,50,"1,219","2,971","2,775","3,032",,,,,,,,,,,,,,,,,,,,,,,,,,,1.70,1.51,1.70,2.04,2.10,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.7,0.9,1.0,1.0
Total US xAOC,HEALTH & BEAUTY CARE,CONDOMS,LATEX,"CHURCH & DWIGHT COMPANY, INC.",TROJAN,TROJAN GROOVE,TRJN GRV LBRC ML CNDM 10 CT 002260001953,"150,455","146,599","175,691","125,010","151,680","144,646","117,562","109,758","85,156","56,377","54,282","71,149","60,834","56,495","64,368","36,692","22,691","31,844","11,343","5,409","6,786","3,713","3,322","2,318","2,191","1,196","1,542",593,433,600,591,848,"13,706","15,115","17,752","12,079","16,709","15,631","13,153","16,147","11,460","6,819","6,515","8,560","7,505","7,316","8,379","5,307","2,995","6,321","2,698",951,952,476,574,355,276,157,251,105,62,109,90,84,1.10,0.97,0.99,1.04,0.91,0.93,0.89,0.68,0.74,0.83,0.83,0.83,0.81,0.77,0.77,0.69,0.76,0.50,0.42,0.57,0.71,0.78,0.58,0.65,0.80,0.76,0.62,0.56,0.70,0.55,0.66,1.01,6.7,6.7,6.4,5.9,6.6,6.2,6.2,6.3,4.8,4.2,4.2,4.3,4.4,4.2,4.0,2.8,1.5,2.2,0.9,0.4,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0
Total US xAOC,HEALTH & BEAUTY CARE,CONDOMS,LATEX,"CHURCH & DWIGHT COMPANY, INC.",TROJAN,TROJAN HER PLEASURE,TRJN HER PLS ECS ULTR LBRC ML CNDM 10 CT 002260097325,0,0,,,0,0,0,0,0,,,,0,0,,,,7,,,,,6,,,,,,,,,,1,1,,,1,3,4,2,1,,,,2,1,,,,1,,,,,1,,,,,,,,,,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,,,0.65,,,,,0.58,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,,,,,
Total US xAOC,HEALTH & BEAUTY CARE,CONDOMS,LATEX,"CHURCH & DWIGHT COMPANY, INC.",TROJAN,TROJAN HER PLEASURE,TRJN HER PLS ECS ULTR LBRC ML CNDM 10 CT 002260097326,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1.70,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,
Total US xAOC,HEALTH & BEAUTY CARE,CONDOMS,LATEX,"CHURCH & DWIGHT COMPANY, INC.",TROJAN,TROJAN HER PLEASURE,TRJN HER PLS ECS ULTR LBRC ML CNDM 10 CT 002260097327,"241,042","232,115","280,896","219,364","217,333","293,996","243,093","243,688","314,325","205,751","192,448","256,286","207,120","195,319","219,424","134,943","135,504","186,533","156,353","146,573","174,197","126,160","122,739","160,605","137,282","132,326","179,753","105,063","113,768","155,584","133,139","126,246","24,404","23,357","27,480","21,632","21,518","29,290","24,819","24,797","32,820","21,266","18,365","24,771","20,153","19,405","21,143","11,881","10,660","14,529","12,279","11,289","13,783","9,980","9,540","12,629","10,947","10,614","14,184","8,369","8,853","12,253","10,402","9,663",0.99,0.99,1.02,1.01,1.01,1.00,0.98,0.98,0.96,0.97,1.05,1.04,1.03,1.01,1.04,1.14,1.27,1.28,1.27,1.30,1.26,1.26,1.29,1.27,1.25,1.25,1.27,1.26,1.29,1.27,1.28,1.31,14.5,14.2,13.9,13.8,13.8,14.4,14.9,15.0,15.1,10.8,8.8,9.0,9.1,8.9,8.0,5.2,4.9,5.1,5.4,5.1,4.9,4.5,4.5,4.6,4.9,4.8,5.2,4.2,4.2,4.4,4.6,4.3
Total US xAOC,HEALTH & BEAUTY CARE,CONDOMS,LATEX,"CHURCH & DWIGHT COMPANY, INC.",TROJAN,TROJAN HER PLEASURE,TRJN HER PLS LBRC LTX ML CNDM 12 CT 002260097350,,,,,,,792,,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,HEALTH & BEAUTY CARE,CONDOMS,LATEX,"CHURCH & DWIGHT COMPANY, INC.",TROJAN,TROJAN HER PLEASURE,TRJN HER PLS LBRC LTX ML CNDM 3 CT 002260097320,"258,484","258,776","309,551","239,585","236,356","309,194","225,520","170,976","165,764","112,247","113,076","142,816","117,819","107,358","142,863","121,977","130,058","164,324","134,488","128,832","154,489","120,024","121,812","156,815","124,813","116,163","132,551","66,465","84,947","124,912","114,126","115,173","40,081","40,243","47,678","36,798","36,271","47,538","35,015","26,905","26,619","18,032","18,112","23,052","18,874","17,238","22,935","19,804","20,643","23,300","19,005","18,209","21,858","16,901","17,335","21,900","17,345","16,119","18,509","9,382","11,808","17,325","15,734","15,950",2.15,2.14,2.16,2.17,2.17,2.17,2.15,2.12,2.08,2.08,2.08,2.07,2.08,2.08,2.08,2.05,2.10,2.35,2.36,2.36,2.36,2.37,2.34,2.39,2.40,2.40,2.39,2.36,2.40,2.40,2.42,2.41,5.3,5.3,5.2,5.1,5.0,5.2,4.9,3.9,3.4,3.2,3.2,3.2,3.2,3.0,3.1,3.3,3.5,3.4,3.5,3.4,3.3,3.2,3.2,3.3,3.4,3.2,2.8,2.0,2.4,2.7,3.1,3.0
Total US xAOC,HEALTH & BEAUTY CARE,CONDOMS,LATEX,"CHURCH & DWIGHT COMPANY, INC.",TROJAN,TROJAN HER PLEASURE,TRJN HER PLS LBRC SPRM LTX ML CNDM 12 CT 002260097450,193,250,231,251,163,246,327,235,185,206,171,280,225,82,197,60,220,168,184,160,160,72,240,312,618,336,64,,,,18,,15,19,19,21,14,20,26,18,16,19,13,23,18,7,13,4,16,11,14,10,11,5,15,22,45,23,4,,,,1,,1.07,1.10,1.01,1.00,0.97,1.02,1.05,1.09,0.96,0.90,1.09,1.02,1.04,0.98,1.26,1.25,1.15,1.27,1.10,1.33,1.21,1.20,1.33,1.18,1.14,1.22,1.33,,,,1.50,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
Total US xAOC,HEALTH & BEAUTY CARE,CONDOMS,LATEX,"CHURCH & DWIGHT COMPANY, INC.",TROJAN,TROJAN HER PLEASURE,TRJN HER PLS SNS ML CNDM 12 CT 002260097452,"204,121","209,434","254,412","197,880","210,748","256,256","211,758","215,595","234,196","139,653","133,046","156,413","130,747","137,213","159,409","125,389","119,512","165,750","131,572","128,977","160,711","119,410","120,451","148,986","129,270","120,128","159,046","94,244","103,497","148,442","131,231","136,388","21,707","22,514","26,965","21,160","21,839","26,639","22,146","21,819","24,389","15,178","11,098","12,748","10,697","11,140","12,580","9,941","8,958","11,661","9,414","8,975","11,424","8,511","8,490","10,429","9,133","8,712","11,380","6,873","7,513","10,709","9,582","9,635",0.78,0.78,0.79,0.78,0.80,0.80,0.80,0.82,0.80,0.77,1.00,1.02,1.02,1.03,1.06,1.05,1.11,1.19,1.17,1.20,1.17,1.17,1.18,1.19,1.18,1.15,1.17,1.14,1.15,1.16,1.14,1.18,15.2,15.6,15.4,15.4,15.3,15.3,15.6,15.4,13.5,7.8,4.8,4.2,4.4,4.1,4.0,3.9,3.6,3.5,3.5,3.4,3.4,3.2,3.1,3.1,3.4,3.4,3.6,2.9,3.0,3.4,3.7,3.8
Total US xAOC,HEALTH & BEAUTY CARE,CONDOMS,LATEX,"CHURCH & DWIGHT COMPANY, INC.",TROJAN,TROJAN HER PLEASURE,TRJN HER PLS SNS PRMM LBRC ML CNDM 12 CT 002260097352,"129,955","121,643","159,681","115,558","114,422","158,062","137,447","130,569","184,543","198,530","178,534","275,190","236,261","222,163","270,114","208,165","223,227","295,009","243,783","246,748","294,216","209,300","203,407","256,599","227,251","220,072","281,584","161,752","167,248","168,362","114,646","99,309","12,624","11,888","15,116","10,760","10,529","14,671","12,933","11,690","18,288","22,235","19,156","31,513","27,039","25,550","30,199","23,115","22,901","29,812","24,745","25,183","30,944","22,584","21,965","27,691","24,868","24,039","30,277","17,368","17,616","16,493","10,166","8,224",0.86,0.85,0.88,0.90,0.91,0.90,0.89,0.93,0.84,0.74,0.78,0.73,0.73,0.73,0.75,0.75,0.81,0.83,0.82,0.82,0.79,0.77,0.77,0.77,0.76,0.76,0.78,0.78,0.79,0.85,0.94,1.01,7.1,7.0,6.9,6.5,6.4,6.8,7.1,7.0,8.7,15.8,13.4,18.4,18.9,18.4,18.1,17.9,18.0,18.2,18.7,19.6,20.0,19.3,18.9,19.0,20.1,19.8,20.0,16.0,16.4,11.2,7.0,5.2
Total US xAOC,HEALTH & BEAUTY CARE,CONDOMS,LATEX,"CHURCH & DWIGHT COMPANY, INC.",TROJAN,TROJAN INTENSIFIED CHARGED,TRJN INT CHR DP RBD ML CNDM 10 CT 002260095700,"1,089",777,821,519,690,819,"2,291",595,687,133,48,78,40,2,27,36,3,12,9,7,,,,98,,,,,9,,,,150,92,103,63,96,118,452,111,115,48,17,29,12,1,8,12,1,2,1,1,,,,9,,,,,1,,,,0.73,0.85,0.80,0.82,0.72,0.69,0.51,0.54,0.60,0.28,0.28,0.27,0.34,0.20,0.33,0.30,0.30,0.61,0.88,0.75,,,,1.09,,,,,0.90,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,0.0,,,
Total US xAOC,HEALTH & BEAUTY CARE,CONDOMS,LATEX,"CHURCH & DWIGHT COMPANY, INC.",TROJAN,TROJAN INTENSIFIED CHARGED,TRJN INT CHR DP RBD ML CNDM 3 CT 002260095701,585,303,579,537,576,812,264,409,720,268,363,185,343,"1,159",594,771,640,394,355,511,"1,105","1,002",631,675,715,493,"1,093",200,382,38,401,184,125,95,120,130,132,252,80,55,147,77,57,46,87,222,150,160,172,99,89,74,225,251,98,169,178,124,213,48,96,22,103,48,1.57,1.06,1.61,1.38,1.45,1.07,1.09,2.48,1.63,1.15,2.11,1.34,1.31,1.74,1.32,1.61,1.24,1.33,1.33,2.32,1.64,1.33,2.15,1.33,1.34,1.33,1.71,1.39,1.33,0.58,1.30,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total US xAOC,HEALTH & BEAUTY CARE,CONDOMS,LATEX,"CHURCH & DWIGHT COMPANY, INC.",TROJAN,TROJAN MAGNUM,TRJN MGN 36 CT 002260064237,"547,886","556,124","703,660","543,329","536,206","654,846","538,874","573,055","647,317","486,521","490,043","646,832","523,988","518,407","648,948","507,642","499,175","636,925","510,013","491,604","470,379","369,887","388,345","488,579","414,737","400,799","642,828","412,057","421,289","527,309","458,714","493,110","31,458","32,345","40,469","31,219","30,665","37,749","31,335","33,328","37,494","28,077","28,191","37,333","30,684","30,239","37,577","29,421","27,706","34,473","27,674","28,497","24,800","18,441","19,035","23,919","20,339","19,742","31,048","20,233","20,390","25,554","22,062","23,362",0.48,0.48,0.48,0.48,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.48,0.48,0.48,0.50,0.51,0.51,0.48,0.53,0.56,0.57,0.57,0.57,0.56,0.58,0.57,0.57,0.57,0.58,0.59,22.7,23.3,23.5,22.8,22.7,22.8,23.4,23.9,22.3,21.4,21.5,21.9,22.3,22.3,22.4,22.2,21.6,21.5,21.6,19.2,12.3,11.5,11.7,11.6,11.9,11.8,13.4,11.9,11.8,12.1,12.6,12.9
Total US xAOC,HEALTH & BEAUTY CARE,CONDOMS,LATEX,"CHURCH & DWIGHT COMPANY, INC.",TROJAN,TROJAN MAGNUM,TRJN MGN 36 CT 002260095341,101,42,73,73,28,29,70,28,,,,15,,15,43,15,,15,32,30,32,,,,,,,,,,,,7,3,5,5,2,2,5,2,,,,1,,1,3,1,,1,2,1,2,,,,,,,,,,,,0.40,0.39,0.41,0.41,0.39,0.41,0.39,0.40,,,,0.41,,0.41,0.40,0.41,,0.43,0.45,0.83,0.44,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,
Total US xAOC,HEALTH & BEAUTY CARE,CONDOMS,LATEX,"CHURCH & DWIGHT COMPANY, INC.",TROJAN,TROJAN MAGNUM,TRJN MGN BR SKN LBRC THNR ML CNDM 24 CT 002260001976,"192,649","174,761","241,928","181,269","186,283","244,419","187,638","211,777","278,129","328,629","326,289","373,383","299,182","289,429","378,471","324,347","346,699","430,456","366,294","406,086","535,411","403,369","393,142","465,756","408,913","382,463","571,436","322,325","362,346","495,109","395,336","406,563","9,380","8,789","11,590","8,853","9,136","11,962","9,326","10,520","13,989","18,811","19,325","20,082","16,103","15,544","20,124","17,448","18,298","22,411","19,579","22,418","30,274","23,358","22,890","26,743","23,489","21,975","32,354","17,913","20,851","27,706","21,764","22,518",0.86,0.83,0.87,0.85,0.85,0.85,0.84,0.84,0.83,0.73,0.70,0.78,0.77,0.78,0.78,0.78,0.79,0.80,0.78,0.76,0.74,0.72,0.72,0.73,0.73,0.73,0.74,0.75,0.72,0.75,0.76,0.75,6.3,6.3,6.4,6.1,6.4,6.6,6.7,6.9,8.1,15.7,15.8,13.9,13.9,13.4,13.9,14.7,15.4,15.8,16.5,18.2,19.5,19.4,18.4,17.7,18.8,18.3,19.8,14.7,17.6,18.5,17.3,17.4
Total US xAOC,HEALTH & BEAUTY CARE,CONDOMS,LATEX,"CHURCH & DWIGHT COMPANY, INC.",TROJAN,TROJAN MAGNUM,TRJN MGN BR SKN TPRD AT BS LBRC 10 CT 002260022887,"641,338","644,725","803,689","627,285","623,086","824,045","678,636","635,484","843,157","688,904","660,613","848,713","706,864","714,793","854,727","679,747","700,996","931,466","803,858","824,781","1,040,810","785,188","726,513","982,287","804,442","806,741","1,017,661","583,433","669,379","958,364","820,463","762,701","63,207","63,650","78,575","61,126","60,699","81,452","68,414","65,217","85,472","69,991","67,872","87,016","73,115","74,235","87,914","69,425","67,940","88,848","76,869","79,913","100,256","75,564","68,546","92,169","75,907","77,637","97,160","55,857","63,385","89,317","74,892","68,991",1.02,1.01,1.02,1.03,1.03,1.01,0.99,0.97,0.99,0.98,0.97,0.98,0.97,0.96,0.97,0.98,1.03,1.05,1.05,1.03,1.04,1.04,1.06,1.07,1.06,1.04,1.05,1.05,1.06,1.07,1.10,1.11,31.7,32.3,32.4,32.2,32.3,33.2,34.1,33.6,33.6,34.0,33.9,33.9,34.6,34.8,34.3,34.8,34.3,35.2,36.4,37.2,37.0,36.3,33.7,34.7,35.5,36.4,36.4,29.3,32.2,35.4,35.5,32.8
Total US xAOC,HEALTH & BEAUTY CARE,CONDOMS,LATEX,"CHURCH & DWIGHT COMPANY, INC.",TROJAN,TROJAN MAGNUM,TRJN MGN ECS ULTR LBRC LTX ML CNDM 10 CT 002260064310,85,119,23,50,11,42,34,138,152,115,85,117,123,80,208,79,146,210,219,70,166,244,140,201,332,140,17,16,,18,,0,8,11,5,8,4,5,10,16,15,9,11,14,15,10,19,6,11,14,15,4,13,18,9,13,23,11,1,1,,1,,5,1.07,1.09,0.47,0.62,0.27,0.84,0.34,0.86,1.01,1.27,0.77,0.84,0.82,0.80,1.10,1.32,1.33,1.50,1.46,1.75,1.28,1.36,1.56,1.55,1.45,1.27,1.75,1.65,,1.78,,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
Total US xAOC,HEALTH & BEAUTY CARE,CONDOMS,LATEX,"CHURCH & DWIGHT COMPANY, INC.",TROJAN,TROJAN MAGNUM,TRJN MGN ECS ULTR LBRC LTX ML CNDM 10 CT 002260064311,,,,,,,,0,,,,,,0,15,,,,,,,,,,,,,,,10,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,0.00,,,,,,0.00,1.55,,,,,,,,,,,,,,,1.05,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,
Total US xAOC,HEALTH & BEAUTY CARE,CONDOMS,LATEX,"CHURCH & DWIGHT COMPANY, INC.",TROJAN,TROJAN MAGNUM,TRJN MGN ECS ULTR LBRC LTX ML CNDM 10 CT 002260064313,"283,192","277,992","338,493","261,265","249,704","346,349","272,579","262,253","319,550","241,482","215,171","284,739","248,115","236,393","271,054","219,619","214,072","296,061","253,350","235,199","293,003","225,782","230,466","282,284","232,895","226,052","292,550","175,078","203,525","292,402","269,104","261,749","22,868","22,010","26,315","20,258","19,368","27,166","21,607","20,418","25,566","19,063","15,486","20,584","18,025","17,341","19,061","15,292","14,706","19,976","17,313","15,592","20,006","15,446","15,332","19,111","15,795","15,421","19,540","11,725","13,562","19,800","18,185","17,128",1.24,1.26,1.29,1.29,1.29,1.28,1.26,1.28,1.25,1.27,1.39,1.38,1.38,1.36,1.42,1.44,1.46,1.48,1.46,1.51,1.47,1.46,1.50,1.48,1.48,1.47,1.50,1.49,1.50,1.48,1.48,1.53,9.8,9.5,9.6,9.2,9.1,9.3,9.5,9.2,8.8,6.7,4.9,4.8,5.0,5.0,4.6,4.6,4.5,4.8,5.1,4.8,4.8,4.5,4.5,4.5,4.7,4.6,4.8,3.7,4.0,4.6,5.0,5.0
Total US xAOC,HEALTH & BEAUTY CARE,CONDOMS,LATEX,"CHURCH & DWIGHT COMPANY, INC.",TROJAN,TROJAN MAGNUM,TRJN MGN ECS ULTR LBRC LTX ML CNDM 3 CT 002260064720,,65,32,20,13,82,62,4,8,11,87,12,,4,,,78,7,,,,,82,303,"1,213",82,"1,376",169,214,385,,13,,27,11,7,4,27,19,1,2,3,26,3,,1,,,14,1,,,,,28,82,329,27,383,57,59,109,,5,,0.80,0.96,0.91,1.05,1.02,1.06,1.33,1.33,1.26,1.11,1.39,,1.33,,,1.83,2.33,,,,,0.99,1.23,1.23,1.00,1.20,0.99,1.21,1.17,,0.93,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Total US xAOC,HEALTH & BEAUTY CARE,CONDOMS,LATEX,"CHURCH & DWIGHT COMPANY, INC.",TROJAN,TROJAN MAGNUM,TRJN MGN FR & ICE ML CNDM 10 CT 002260064915,14,,10,5,10,18,,,,,,,,,,10,,,,,,,16,,,,,,,,,,2,,1,1,1,2,,,,,,,,,,1,,,,,,,1,,,,,,,,,,0.71,,1.03,0.50,1.03,0.90,,,,,,,,,,1.03,,,,,,,1.65,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,
Total US xAOC,HEALTH & BEAUTY CARE,CONDOMS,LATEX,"CHURCH & DWIGHT COMPANY, INC.",TROJAN,TROJAN MAGNUM,TRJN MGN LBRC LTX ML CNDM 12 CT 002260064212,32,2,12,0,0,12,19,0,19,,6,0,6,0,0,6,0,11,0,6,,0,,0,,0,6,,,,0,,7,8,14,3,4,4,10,6,19,,9,2,11,4,5,6,2,6,2,1,,5,,7,,6,4,,,,2,,0.38,0.02,0.07,0.00,0.00,0.26,0.16,0.00,0.08,,0.05,0.00,0.05,0.00,0.00,0.09,0.00,0.15,0.00,0.47,,0.00,,0.00,,0.00,0.13,,,,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,,0.0,
